order_id,Sum of price,product_id,quantity
1002029,63.75,6893,1
1002029,28.5,7355,1
1002029,71.25,8145,1
1002029,26.25,8270,1
1002029,111.75,8274,1
1002030,78,2645,1
1002030,37.5,3870,1
1002030,74.25,4470,1
1002030,42.75,5925,2
1002030,33.75,7312,2
1002030,47.25,8,1
1002031,12,3921,1
1002031,117.75,4070,1
1002031,21.75,5825,1
1002031,59.25,9736,1
1002032,60.75,12411,1
1002032,53.25,3810,1
1002032,33.75,4093,3
1002032,11.25,7370,8
1002033,104.25,1823,1
1002033,36,9769,1
1002034,48.75,17630,1
1002034,57.75,2589,1
1002034,63.75,4005,1
1002035,126.75,10696,1
1002035,83.25,2650,1
1002035,21,3107,1
1002035,59.25,7850,1
1002036,18,180,1
1002036,126.75,1893,1
1002036,43.5,2680,1
1002036,73.5,2968,1
1002036,21,3107,1
1002036,36,344,1
1002036,34.5,3810,1
1002036,16.5,4164,1
1002036,24.75,52,1
1002036,21.75,5825,1
1002036,33,6667,1
1002036,11.25,8711,1
1002036,59.25,9736,1
1002037,72,10145,1
1002037,15.75,12291,1
1002037,33,13037,1
1002037,65.25,1386,1
1002037,63,157,1
1002037,81,1674,1
1002037,137.25,2107,2
1002037,109.5,2346,1
1002037,117.75,3397,1
1002037,39.75,3950,1
1002037,14.25,4164,1
1002037,27,4529,1
1002037,80.25,4948,1
1002037,93,504,1
1002037,54.75,5137,1
1002037,246.75,5572,1
1002037,113.25,6009,1
1002037,103.5,6573,1
1002037,164.25,7769,1
1002037,23.25,8026,1
1002037,56.25,8130,1
1002037,69,8373,1
1002037,134.25,8958,1
1002037,59.25,9366,1
1002038,243,1358,1
1002038,104.25,3607,1
1002038,30,3770,1
1002038,24,6065,1
1002039,42,1125,1
1002039,66,3666,1
1002039,33,4550,1
1002039,16.5,4666,1
1002039,29.25,5170,1
1002039,21.75,5825,1
1002039,42.75,5925,1
1002039,29.25,941,1
1002040,34.5,1048,1
1002040,150,1793,1
1002040,28.5,656,1
1002040,33.75,7312,2
1002041,29.25,13673,1
1002041,44.25,4611,4
1002042,45.75,5711,1
1002042,59.25,7756,1
1002043,32.25,2138,1
1002043,66,3501,1
1002043,36.75,5050,1
1002043,44.25,6436,1
1002043,75,7176,1
1002044,66.75,1888,1
1002044,66.75,1994,1
1002044,81.75,2153,1
1002044,66.75,3460,1
1002045,59.25,15052,1
1002045,31.5,1508,1
1002045,56.25,2093,1
1002045,48.75,6648,1
1002046,29.25,16490,1
1002046,56.25,18350,1
1002046,39,3967,1
1002046,28.5,4752,1
1002046,109.5,5763,1
1002046,89.25,9915,1
1002047,21.75,2121,1
1002047,169.5,2327,1
1002047,31.5,2499,1
1002047,81.75,7818,1
1002047,45,928,1
1002048,28.5,4752,1
1002048,155.25,6615,1
1002048,81,6627,3
1002048,44.25,9293,1
1002048,59.25,9366,1
1002049,59.25,1741,2
1002049,59.25,3561,1
1002049,36.75,6048,1
1002050,57.75,12109,1
1002050,51.75,16969,1
1002050,21.75,2121,1
1002050,73.5,3566,1
1002050,68.25,5586,1
1002050,78.75,6814,1
1002050,33,6931,1
1002051,21.75,2365,1
1002051,49.5,7746,1
1002051,59.25,9736,1
1002052,21.75,1092,1
1002052,18,2152,2
1002052,74.25,4470,1
1002052,18,4958,1
1002053,66.75,4009,1
1002053,59.25,9736,1
1002054,33,6931,1
1002054,66.75,8830,1
1002054,45,928,1
1002055,21.75,2110,2
1002055,59.25,2738,1
1002055,59.25,4457,1
1002055,21.75,6411,8
1002055,45,928,1
1002055,59.25,9366,7
1002056,90,1525,1
1002056,18,4139,4
1002056,109.5,5411,1
1002057,44.25,2469,1
1002057,163.5,3217,1
1002057,44.25,4636,1
1002057,53.25,600,1
1002057,33,6667,1
1002058,27.75,2870,1
1002059,51.75,1172,1
1002059,59.25,1741,1
1002059,56.25,2093,1
1002060,111.75,1747,1
1002060,74.25,901,1
1002061,42,1125,1
1002061,134.25,1155,1
1002061,21.75,4022,1
1002061,59.25,7850,1
1002062,44.25,13850,2
1002062,38.25,1695,1
1002062,67.5,2589,1
1002062,47.25,4585,1
1002063,30.75,1852,1
1002063,33.75,7312,1
1002063,45,928,1
1002064,56.25,2093,1
1002064,59.25,2487,1
1002064,126,3086,1
1002065,36.75,14753,1
1002065,44.25,4636,1
1002065,18,7038,1
1002066,29.25,6438,1
1002067,39.75,10127,1
1002067,41.25,1715,1
1002067,59.25,22010,1
1002067,89.25,5481,1
1002068,59.25,3561,1
1002069,44.25,10133,1
1002069,89.25,1252,1
1002069,116.25,135,1
1002069,145.5,1653,1
1002069,145.5,2175,1
1002069,21.75,2597,1
1002069,27,2988,1
1002069,39,30,1
1002069,44.25,5570,1
1002069,18,7169,1
1002069,44.25,7968,1
1002069,69,8089,1
1002069,44.25,814,1
1002070,60,3672,1
1002071,21.75,10890,5
1002071,72.75,13670,1
1002071,21.75,2622,1
1002071,72.75,3847,1
1002071,48.75,5247,1
1002072,57.75,12109,1
1002072,33,1933,1
1002072,21.75,2365,1
1002072,44.25,4636,1
1002073,59.25,1741,1
1002073,56.25,2093,1
1002073,59.25,22010,1
1002074,173.25,2025,1
1002075,48.75,10397,1
1002075,51.75,14932,1
1002075,21.75,6012,1
1002076,38.25,12771,1
1002076,123.75,2030,1
1002076,26.25,2708,1
1002076,29.25,326,1
1002076,50.25,3911,1
1002076,27.75,5929,1
1002076,60.75,6263,1
1002077,64.5,3159,1
1002077,138.75,3397,1
1002077,39.75,3950,1
1002078,13.5,1227,1
1002078,57.75,2589,1
1002078,47.25,8770,1
1002079,209.25,15953,1
1002079,111.75,1747,1
1002079,22.5,2113,1
1002079,96.75,432,1
1002080,21.75,1063,1
1002080,59.25,1988,1
1002080,59.25,22010,1
1002080,59.25,3561,1
1002080,21.75,5493,1
1002080,281.25,7470,1
1002080,44.25,7968,1
1002081,66.75,8830,1
1002082,31.5,1508,1
1002083,33,2171,1
1002083,43.5,4529,1
1002083,87,4979,1
1002084,131.25,12076,1
1002084,27,13970,3
1002084,12.75,1427,1
1002084,56.25,2093,1
1002084,243,3188,1
1002084,30,4006,1
1002084,72.75,4128,1
1002084,32.25,5583,1
1002084,86.25,603,1
1002084,96.75,6890,1
1002084,61.5,7375,1
1002084,75,8754,1
1002084,32.25,9376,1
1002085,56.25,2093,1
1002085,367.5,4099,1
1002085,44.25,7968,1
1002085,44.25,814,1
1002086,19.5,3852,1
1002087,201.75,10849,1
1002087,44.25,12588,1
1002087,56.25,18350,1
1002087,14.25,2306,1
1002087,19.5,3852,1
1002087,63.75,4005,1
1002087,108.75,4671,1
1002087,29.25,4975,1
1002087,36.75,6406,1
1002087,18.75,7449,1
1002087,49.5,7746,1
1002087,59.25,7756,1
1002087,22.5,8133,1
1002087,29.25,941,1
1002088,179.25,6348,1
1002088,153.75,881,1
1002089,74.25,5739,1
1002089,32.25,9225,1
1002090,74.25,7816,1
1002091,57.75,12109,1
1002091,39.75,126,1
1002091,34.5,3810,1
1002091,44.25,4343,1
1002091,16.5,4666,1
1002092,52.5,4605,1
1002092,32.25,5360,1
1002092,59.25,9736,1
1002093,29.25,10733,1
1002093,51.75,11335,1
1002093,33.75,16610,1
1002093,59.25,1741,1
1002093,21.75,431,1
1002093,29.25,4975,1
1002093,74.25,5709,1
1002093,33.75,7485,1
1002094,22.5,2113,1
1002094,117,5284,1
1002094,29.25,5590,1
1002094,54,7589,1
1002094,22.5,8133,1
1002094,59.25,9366,1
1002095,81,8715,4
1002096,28.5,1296,2
1002096,26.25,8105,1
1002097,48.75,1282,1
1002097,21.75,3519,1
1002097,21.75,4350,1
1002097,21.75,6012,1
1002098,59.25,9366,1
1002099,43.5,2680,1
1002099,21,3107,1
1002099,76.5,6263,1
1002100,29.25,1365,1
1002100,72,2439,1
1002100,43.5,2680,1
1002100,49.5,5427,1
1002101,59.25,1741,2
1002101,29.25,7491,1
1002102,22.5,2113,1
1002102,39.75,3950,2
1002103,39,2799,1
1002104,59.25,4457,1
1002104,40.5,7875,1
1002105,21,3107,1
1002105,114,7222,1
1002105,18,8165,1
1002106,243,1358,1
1002106,29.25,4780,1
1002106,66.75,5514,1
1002106,78.75,6393,1
1002106,26.25,9950,1
1002107,22.5,8133,1
1002108,60.75,868,1
1002109,56.25,2093,5
1002109,21,3107,1
1002109,133.5,4208,1
1002109,216.75,8057,1
1002109,18,8165,2
1002110,81.75,3561,1
1002110,84.75,8230,1
1002111,21.75,1092,5
1002111,27,13970,1
1002111,28.5,17992,1
1002111,36.75,3708,1
1002112,111.75,7936,1
1002113,1094.25,3680,1
1002113,150.75,3854,1
1002113,59.25,9736,1
1002114,51.75,274,1
1002115,75,4107,1
1002116,42,10127,1
1002116,33,16490,1
1002116,30.75,4432,1
1002116,29.25,5206,1
1002116,33,5570,1
1002116,33,6931,1
1002117,125.25,238,1
1002117,88.5,2864,1
1002118,58.5,1219,1
1002118,47.25,1568,1
1002118,59.25,3561,1
1002118,21.75,4022,1
1002118,74.25,4382,1
1002118,117,5284,1
1002118,81.75,5411,1
1002119,96.75,6890,1
1002119,33.75,7312,2
1002120,34.5,10007,1
1002120,30,1355,1
1002120,50.25,232,1
1002120,89.25,4178,1
1002120,87,4979,1
1002120,44.25,9354,7
1002120,33,9674,1
1002121,51.75,3373,1
1002122,44.25,3369,1
1002122,44.25,814,1
1002123,59.25,1741,1
1002123,56.25,2093,1
1002123,51.75,4004,1
1002124,51.75,14932,1
1002124,44.25,5587,1
1002125,15.75,12291,1
1002125,72,5958,1
1002126,458.25,10095,1
1002126,63,10156,1
1002126,105,10218,1
1002126,86.25,11870,1
1002126,111.75,1747,1
1002126,63,2965,1
1002126,26.25,3280,1
1002126,56.25,4086,1
1002126,66.75,4404,1
1002126,85.5,4485,1
1002126,83.25,451,1
1002126,43.5,4529,1
1002126,50.25,4567,1
1002126,39.75,4749,1
1002126,28.5,4752,1
1002126,78,520,1
1002126,223.5,5574,1
1002126,119.25,6285,1
1002126,69,6689,1
1002126,84,7073,1
1002126,250.5,9322,1
1002127,38.25,12531,1
1002128,60.75,537,1
1002128,66.75,7375,1
1002128,68.25,9530,1
1002128,62.25,9861,1
1002129,26.25,2708,1
1002129,23.25,2932,1
1002129,39.75,3950,1
1002129,23.25,4163,1
1002129,116.25,6217,1
1002129,16.5,9467,1
1002130,87,4979,1
1002130,144.75,5103,1
1002130,12.75,7610,1
1002130,72,7653,1
1002130,89.25,9965,1
1002131,59.25,11455,1
1002132,21.75,1092,1
1002132,21.75,2110,2
1002133,34.5,3810,3
1002134,35.25,10727,1
1002134,44.25,3034,1
1002134,31.5,4861,1
1002135,13.5,1227,1
1002135,16.5,4164,1
1002135,95.25,81,1
1002135,11.25,8711,1
1002135,45,928,1
1002136,21.75,10890,3
1002136,50.25,1365,1
1002136,65.25,1473,1
1002136,21.75,2622,6
1002136,21,3107,1
1002136,21.75,3519,1
1002136,63.75,49,1
1002136,45,928,2
1002137,21.75,1092,1
1002137,56.25,2093,1
1002137,34.5,3810,1
1002137,44.25,5345,1
1002138,56.25,18350,1
1002138,59.25,7186,1
1002138,44.25,912,1
1002139,141.75,6441,1
1002139,119.25,8030,1
1002140,27.75,1564,1
1002140,57.75,2589,1
1002140,21.75,2622,1
1002140,21.75,4022,1
1002141,36.75,1654,1
1002141,57.75,2589,1
1002141,59.25,2948,1
1002141,63.75,4547,1
1002141,44.25,8750,1
1002142,36.75,5214,1
1002143,74.25,4434,1
1002143,29.25,7491,1
1002144,59.25,12948,1
1002144,47.25,1568,1
1002144,145.5,5445,1
1002144,60.75,5653,1
1002144,39,5827,1
1002144,22.5,8133,7
1002144,160.5,865,1
1002144,44.25,9293,8
1002145,81.75,5411,1
1002145,81.75,811,1
1002146,47.25,1568,1
1002146,36.75,1711,1
1002146,66.75,1723,1
1002146,169.5,2327,1
1002146,201.75,6318,1
1002146,141.75,6441,1
1002146,119.25,8030,1
1002146,160.5,865,1
1002146,44.25,9293,1
1002146,59.25,9366,1
1002146,36,9769,1
1002147,33,10491,1
1002147,24.75,1359,1
1002147,37.5,15293,1
1002147,29.25,326,3
1002147,129,417,1
1002148,20.25,201,1
1002148,16.5,4666,1
1002148,51,6078,1
1002149,51.75,12288,1
1002150,69.75,3635,1
1002150,18,7169,1
1002150,69,8089,3
1002151,31.5,1008,1
1002151,31.5,10611,1
1002151,123.75,2030,1
1002151,26.25,2708,1
1002151,27,2889,1
1002151,150,480,1
1002151,35.25,5525,1
1002152,21.75,1092,1
1002152,27,1332,4
1002153,46.5,1298,1
1002153,59.25,1741,1
1002153,56.25,2093,1
1002153,36,6045,1
1002153,44.25,7968,1
1002154,16.5,4666,1
1002154,27,7871,1
1002154,51.75,8746,1
1002155,21.75,1092,1
1002155,14.25,2924,1
1002155,21.75,4350,1
1002155,74.25,4382,1
1002155,63.75,4547,1
1002155,21.75,5825,1
1002156,21.75,10950,3
1002156,21.75,12291,1
1002156,47.25,1568,1
1002156,28.5,4752,1
1002156,24.75,5307,1
1002156,33,6931,1
1002156,74.25,7926,1
1002156,102,8869,1
1002157,59.25,7186,1
1002157,59.25,7756,1
1002157,44.25,9887,1
1002158,59.25,1741,1
1002158,21.75,5825,1
1002158,59.25,7186,1
1002158,44.25,814,1
1002159,132,2107,1
1002159,39.75,3950,2
1002159,96.75,5894,1
1002160,21.75,4022,1
1002160,44.25,5345,1
1002160,36,6636,1
1002161,69.75,1054,8
1002161,111.75,4870,1
1002161,73.5,6345,1
1002161,48.75,6648,1
1002161,59.25,7186,1
1002161,224.25,808,1
1002161,59.25,9525,1
1002162,59.25,1741,1
1002162,56.25,5949,1
1002163,31.5,1508,1
1002163,51.75,255,1
1002164,116.25,4130,1
1002164,45,5078,1
1002164,21.75,6591,1
1002164,89.25,723,1
1002164,54,8115,1
1002164,96.75,8781,1
1002164,51,9545,1
1002165,104.25,10215,1
1002165,27,1332,1
1002165,179.25,7055,1
1002165,114,7222,1
1002165,22.5,8133,1
1002165,11.25,8711,1
1002166,44.25,164,1
1002166,37.5,1932,1
1002166,33,2198,1
1002166,52.5,7336,1
1002167,281.25,7470,1
1002168,66.75,1485,1
1002168,104.25,1823,1
1002168,44.25,5345,1
1002168,18.75,7449,1
1002169,28.5,10854,1
1002169,28.5,1296,1
1002169,31.5,1305,1
1002169,48.75,396,1
1002169,49.5,5427,1
1002169,48.75,6455,1
1002169,29.25,7109,1
1002170,53.25,1512,1
1002170,36.75,1654,1
1002170,76.5,3192,1
1002170,29.25,7491,1
1002171,69.75,1054,1
1002171,56.25,2914,1
1002171,21.75,6012,1
1002172,59.25,11455,1
1002172,33,4550,1
1002172,81.75,5411,1
1002173,66.75,1437,1
1002173,149.25,1636,1
1002173,48.75,17630,1
1002173,123.75,2030,1
1002173,56.25,2153,1
1002173,14.25,5825,1
1002173,111.75,7936,1
1002173,56.25,8794,1
1002173,81.75,8865,1
1002173,41.25,9414,1
1002174,42,12831,1
1002174,36.75,1654,1
1002174,39.75,3950,1
1002174,59.25,9736,1
1002175,42.75,5925,1
1002176,44.25,2716,2
1002176,21,3107,1
1002176,117,485,1
1002176,76.5,6263,1
1002176,74.25,7926,1
1002177,74.25,1360,1
1002177,120.75,2248,1
1002177,29.25,326,1
1002177,11.25,3615,1
1002177,74.25,4267,1
1002177,126.75,7027,1
1002177,63,8089,1
1002177,36,9769,1
1002178,284.25,1146,1
1002178,59.25,1483,1
1002178,89.25,1687,1
1002178,123.75,2030,1
1002178,87,4979,1
1002178,44.25,7170,1
1002178,168,792,1
1002178,44.25,7968,1
1002178,74.25,8392,1
1002179,284.25,1146,1
1002179,59.25,5049,1
1002179,224.25,6651,1
1002180,59.25,2948,1
1002181,21,3107,1
1002182,65.25,19132,5
1002182,258.75,5224,1
1002183,30.75,791,1
1002184,59.25,1006,4
1002184,21.75,1092,1
1002184,99,4471,1
1002184,51,9450,1
1002185,48.75,1662,1
1002185,44.25,3553,1
1002185,33,9589,8
1002186,106.5,1949,1
1002186,14.25,477,1
1002186,122.25,517,1
1002186,22.5,8133,1
1002187,69.75,1054,1
1002187,38.25,3371,1
1002187,144,3788,1
1002187,36.75,7293,1
1002187,39,9412,1
1002188,39.75,126,1
1002188,81,6034,1
1002189,59.25,11455,1
1002189,21.75,15710,1
1002189,21.75,1827,1
1002189,126,3086,1
1002189,173.25,3743,1
1002189,21.75,3802,1
1002189,88.5,4944,1
1002189,21.75,553,1
1002189,21.75,608,1
1002189,59.25,7756,1
1002189,141.75,9049,1
1002189,126,9855,1
1002190,66,2819,1
1002190,29.25,6196,1
1002190,137.25,9928,1
1002191,74.25,11089,1
1002191,13.5,1227,7
1002191,149.25,3450,1
1002191,86.25,9136,1
1002192,374.25,2075,1
1002193,44.25,14451,1
1002193,224.25,7133,1
1002194,39.75,3950,1
1002194,37.5,6681,1
1002194,17.25,6868,1
1002194,24.75,711,1
1002194,81.75,7818,1
1002195,33.75,4093,1
1002196,59.25,22010,5
1002196,44.25,3369,1
1002196,56.25,5949,1
1002196,74.25,8392,1
1002197,114.75,14811,1
1002197,89.25,1687,1
1002198,31.5,1508,1
1002198,117.75,4070,1
1002198,24,6895,1
1002198,59.25,7930,1
1002198,21,8644,1
1002199,33.75,16610,1
1002199,59.25,1741,1
1002199,44.25,3369,1
1002199,44.25,4611,1
1002199,74.25,5287,1
1002199,44.25,912,1
1002200,172.5,12016,1
1002200,57.75,2589,1
1002200,111.75,5411,1
1002200,33,6977,1
1002201,59.25,1483,1
1002201,27,6267,4
1002201,45,928,1
1002202,29.25,10135,3
1002202,72,1157,1
1002202,57.75,12109,1
1002202,13.5,1227,1
1002202,28.5,1296,1
1002202,123.75,2030,1
1002202,26.25,2572,2
1002202,31.5,4861,1
1002202,33.75,7312,1
1002202,89.25,7461,1
1002202,108.75,8109,1
1002202,24,9376,1
1002203,43.5,2680,1
1002204,65.25,1386,1
1002204,18.75,3052,1
1002204,52.5,6516,1
1002205,56.25,2093,1
1002205,59.25,7186,1
1002205,59.25,9525,1
1002206,29.25,6474,2
1002207,22.5,8133,1
1002208,13.5,1227,1
1002208,51.75,14932,1
1002208,59.25,2738,1
1002208,59.25,4457,1
1002208,36.75,4757,2
1002208,74.25,5287,1
1002208,36.75,8476,1
1002209,178.5,1373,1
1002209,63,157,1
1002210,121.5,2859,1
1002210,28.5,4752,1
1002210,66.75,8830,1
1002211,57.75,12109,1
1002211,21.75,12291,1
1002211,34.5,3810,5
1002211,16.5,4164,1
1002211,21.75,5825,1
1002211,116.25,6217,1
1002211,207,7365,1
1002212,21.75,1092,1
1002212,29.25,5170,1
1002212,73.5,6816,1
1002212,59.25,7850,1
1002212,89.25,8730,1
1002213,57.75,12109,1
1002213,48.75,17630,1
1002213,51.75,2080,1
1002213,59.25,7850,1
1002213,99.75,9018,1
1002213,51.75,9832,1
1002214,101.25,7395,1
1002214,62.25,8670,1
1002214,45,928,1
1002214,59.25,9736,1
1002214,36,9769,1
1002215,57.75,12109,1
1002215,21,3107,1
1002215,105,3404,1
1002215,39.75,3950,1
1002215,36.75,4146,1
1002215,199.5,6624,1
1002216,36.75,1083,1
1002216,48.75,1662,1
1002216,20.25,201,1
1002216,56.25,2153,1
1002216,14.25,2924,1
1002216,26.25,3280,1
1002216,66,3501,1
1002216,32.25,5183,1
1002216,21.75,5493,1
1002216,51.75,5615,1
1002216,44.25,6511,1
1002216,36,7135,1
1002216,33.75,7485,1
1002217,56.25,18350,1
1002217,134.25,4326,1
1002218,21.75,1787,1
1002218,20.25,201,1
1002218,66.75,3014,1
1002218,21.75,3519,1
1002218,74.25,3613,1
1002218,36.75,3858,1
1002218,74.25,4382,1
1002218,33.75,7485,1
1002218,59.25,7850,1
1002219,44.25,7968,1
1002220,42,11809,1
1002220,252,1363,1
1002220,66.75,1723,1
1002220,249,3801,1
1002220,66.75,4009,1
1002220,50.25,4086,2
1002220,66.75,4404,1
1002220,92.25,4875,2
1002220,168,5765,1
1002220,222,6447,1
1002221,56.25,3726,1
1002221,39.75,3950,1
1002222,60,1065,1
1002222,59.25,22010,1
1002222,60,9508,1
1002223,89.25,1687,1
1002223,88.5,403,1
1002223,17.25,6868,1
1002224,35.25,10727,1
1002225,59.25,12948,1
1002225,11.25,8711,1
1002225,26.25,9950,1
1002226,134.25,4635,1
1002226,134.25,4756,1
1002226,59.25,9736,1
1002227,42.75,5925,1
1002228,58.5,3307,4
1002228,60.75,3671,1
1002229,57.75,2589,1
1002229,59.25,7186,1
1002230,89.25,12710,1
1002230,30,1355,1
1002230,21.75,2365,1
1002230,18,3089,1
1002230,27,700,1
1002231,51.75,11335,1
1002231,21,15653,1
1002232,88.5,2372,1
1002232,28.5,4752,1
1002232,170.25,7596,1
1002233,114,1651,1
1002233,134.25,4635,1
1002233,179.25,6168,1
1002234,56.25,8794,1
1002235,38.25,12531,1
1002235,29.25,1365,1
1002235,66,635,1
1002235,72.75,8404,1
1002236,56.25,18350,1
1002236,56.25,2093,1
1002237,30,11010,2
1002237,25.5,4350,1
1002237,30,5056,1
1002237,44.25,6436,1
1002237,51.75,7833,1
1002238,59.25,3561,1
1002238,32.25,7311,1
1002238,59.25,9525,1
1002239,254.25,4307,1
1002240,58.5,2038,1
1002241,48.75,17630,1
1002241,51.75,3732,1
1002241,29.25,5206,3
1002241,14.25,5825,1
1002241,29.25,6438,3
1002241,89.25,723,1
1002241,11.25,7477,1
1002241,27.75,7490,1
1002242,59.25,1988,1
1002242,96.75,6890,1
1002243,44.25,4611,4
1002243,81.75,7090,1
1002243,81.75,811,1
1002244,71.25,2143,1
1002244,34.5,3810,1
1002244,134.25,4326,1
1002244,28.5,4752,1
1002244,59.25,7186,1
1002244,66.75,8830,1
1002244,59.25,9366,1
1002245,39.75,3950,1
1002245,92.25,4875,1
1002246,21.75,10950,1
1002246,20.25,201,1
1002246,21.75,4350,1
1002246,57.75,4536,1
1002246,44.25,4636,1
1002246,111.75,5176,1
1002246,44.25,5570,1
1002246,21.75,6012,1
1002246,18.75,7449,2
1002247,56.25,2093,1
1002247,20.25,3947,2
1002247,27,7871,2
1002248,30,1355,1
1002248,14.25,2306,1
1002248,14.25,2924,1
1002248,54,324,1
1002248,66,3666,1
1002248,68.25,9530,1
1002249,82.5,2753,1
1002249,66.75,4875,1
1002249,281.25,7470,1
1002250,47.25,1568,1
1002250,36.75,326,1
1002250,89.25,4178,1
1002250,21.75,536,1
1002250,56.25,6115,1
1002250,84,7073,1
1002250,62.25,8250,1
1002250,111.75,933,1
1002251,151.5,1152,1
1002251,36.75,1654,1
1002251,99,1929,1
1002251,146.25,2030,1
1002251,45.75,3638,2
1002251,19.5,3852,1
1002251,36.75,4741,1
1002251,28.5,4752,1
1002251,36.75,528,1
1002251,81.75,5411,1
1002251,45.75,5711,1
1002251,21.75,6012,2
1002251,51.75,7833,1
1002251,134.25,792,1
1002251,45.75,8189,1
1002251,62.25,9861,1
1002252,39.75,126,1
1002252,20.25,201,1
1002252,47.25,8,1
1002253,21.75,1092,5
1002253,18,4139,1
1002253,18,559,1
1002253,42.75,5925,1
1002253,41.25,8661,1
1002254,74.25,5739,1
1002255,66.75,1437,1
1002256,29.25,14749,1
1002256,81.75,4776,1
1002257,27,1244,1
1002257,26.25,2708,1
1002257,14.25,2924,7
1002257,24,341,1
1002257,33.75,4093,1
1002257,14.25,4164,1
1002257,29.25,431,1
1002257,27,4529,1
1002257,14.25,5825,1
1002257,26.25,6012,1
1002257,30.75,6336,1
1002257,14.25,7008,1
1002257,23.25,8026,1
1002258,29.25,10135,1
1002258,59.25,1483,1
1002258,21.75,2365,1
1002258,120,372,1
1002259,59.25,1741,1
1002259,58.5,3307,1
1002259,30.75,7312,1
1002260,57.75,4536,1
1002260,125.25,9138,1
1002261,21,3107,1
1002261,81,6034,1
1002262,57.75,2589,2
1002263,218.25,1358,1
1002263,132.75,3900,1
1002264,67.5,6078,1
1002265,39.75,13852,1
1002265,56.25,2093,1
1002265,57.75,2589,1
1002265,81.75,4549,1
1002265,39,6671,5
1002266,33,10338,1
1002266,15.75,12291,1
1002266,156.75,1659,1
1002266,68.25,16910,1
1002266,114.75,3875,1
1002266,62.25,4203,1
1002266,66.75,4875,1
1002266,57,5078,1
1002266,51.75,5270,1
1002266,30.75,5389,1
1002266,30.75,5391,1
1002266,44.25,5570,9
1002266,29.25,5590,1
1002266,26.25,7179,1
1002266,159,8946,1
1002266,136.5,8961,1
1002266,89.25,9965,1
1002267,81.75,2093,1
1002267,39,5829,1
1002267,234.75,8870,1
1002268,74.25,19850,1
1002268,39,5827,1
1002268,27,700,1
1002268,33.75,7312,3
1002269,29.25,1010,1
1002269,21.75,10890,1
1002269,20.25,201,9
1002269,14.25,2306,1
1002269,66.75,2656,1
1002269,71.25,2952,1
1002269,14.25,477,1
1002269,42.75,5925,1
1002269,69,6689,1
1002269,14.25,7350,1
1002270,27,1966,1
1002270,52.5,235,1
1002270,111.75,7936,1
1002270,72.75,8692,1
1002271,22.5,15893,1
1002271,22.5,2113,1
1002271,74.25,2521,1
1002272,38.25,1435,1
1002272,52.5,235,1
1002272,36.75,5214,1
1002273,56.25,2093,1
1002273,33.75,7485,1
1002273,59.25,9366,1
1002274,51.75,128,1
1002274,31.5,2433,5
1002274,31.5,3880,3
1002275,22.5,2113,1
1002275,44.25,4636,1
1002275,71.25,8145,1
1002276,51.75,1159,1
1002276,64.5,1430,1
1002276,29.25,14749,1
1002276,36.75,2115,1
1002276,21.75,2365,1
1002276,51.75,4004,1
1002276,36.75,4146,1
1002276,74.25,4267,1
1002276,96,6627,1
1002276,71.25,8145,1
1002276,52.5,9535,1
1002276,86.25,9710,1
1002277,145.5,1268,1
1002278,24.75,1031,1
1002278,13.5,1227,1
1002278,100.5,1773,1
1002278,59.25,2487,1
1002278,24.75,2935,1
1002278,67.5,323,1
1002278,24.75,3825,1
1002278,45,5675,1
1002278,39,5827,1
1002278,35.25,8231,1
1002278,29.25,8934,1
1002278,29.25,941,1
1002279,69,7127,1
1002280,63,157,1
1002280,134.25,4326,1
1002280,115.5,5284,1
1002280,69,8089,1
1002281,26.25,173,1
1002282,63.75,2380,1
1002282,44.25,2469,1
1002282,103.5,6064,1
1002282,53.25,8115,1
1002282,59.25,9736,1
1002283,81.75,7090,1
1002283,81.75,811,1
1002284,44.25,10133,1
1002284,62.25,11357,1
1002284,57.75,2589,1
1002284,39.75,3950,1
1002284,34.5,550,1
1002285,44.25,5587,1
1002285,46.5,8728,1
1002286,44.25,2716,1
1002286,39,3967,1
1002286,44.25,7968,1
1002286,86.25,9136,1
1002286,89.25,9965,1
1002287,59.25,3965,1
1002287,96.75,6890,1
1002288,42,1695,1
1002288,51.75,16969,1
1002288,59.25,4457,1
1002288,16.5,4666,1
1002288,59.25,9366,1
1002289,27,7871,1
1002290,62.25,11357,1
1002290,168.75,1367,1
1002290,21,3107,1
1002291,111.75,1747,1
1002291,299.25,1873,1
1002291,78.75,6393,1
1002291,33,6977,1
1002291,26.25,9950,1
1002292,74.25,11657,1
1002293,13.5,1227,1
1002293,92.25,4875,1
1002293,59.25,9736,1
1002294,119.25,2346,1
1002294,105,2663,1
1002294,62.25,2776,1
1002294,29.25,287,1
1002294,53.25,3810,1
1002294,111.75,4102,9
1002294,59.25,4872,1
1002294,156.75,5988,1
1002294,60,6436,1
1002294,224.25,6651,1
1002294,61.5,7372,1
1002294,51.75,7990,1
1002294,336.75,848,1
1002294,86.25,9136,1
1002295,270.75,1183,1
1002295,44.25,14451,1
1002295,44.25,2469,1
1002295,44.25,2716,1
1002295,116.25,6217,1
1002295,33,6977,5
1002296,19.5,11390,1
1002296,12,3921,1
1002296,16.5,4164,1
1002296,194.25,4264,1
1002296,43.5,4529,1
1002296,45,6347,1
1002296,20.25,6467,1
1002296,11.25,8711,1
1002297,74.25,1658,1
1002297,56.25,4086,1
1002297,62.25,8250,1
